Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.002226481,0.009637499,0.021121279,0.043406914,0.105625788,0.309804645,0.599900804,1.229209587,2.051929461,3.884461092,5.631081176,8.858611627,11.26571106,14.39660722,16.61156514,20.74330506,23.71163155,26.51404217,31.03929555,34.70214119,39.33849013,43.16289342,46.23692452,48.72078945,54.61535508,57.35459106,63.21821957,64.29410918,,
Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00010819,0.000344388,,0.008560435,0.021244435,0.057722338,0.092373291,0.144905653,0.236827582,0.355743794,0.554945862,0.782970429,1.112667448,1.92396112,2.45242223,3.000023106,4.077206023,4.74852862,6.013219235,7.48580317,10.71200187,13.70016221,15.06093437,18.24970467,18.23371492,,
Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2.87E-06,0.000213005,0.001932042,0.009794316,0.023128266,0.051864832,0.080850127,0.125401353,0.302679226,0.439825848,0.668233074,0.959399867,1.265296559,2.40498175,3.062155523,3.761230295,4.895254187,5.440610348,6.564706218,7.635081638,9.096126899,11.72792354,12.34852138,15.14374084,15.93428083,,
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,36.5152,45.1169,59.4707,58.8097,64.0074,63.3714,64.2142,65.0802,70,75,80,85,89.4077,93.8,95.21,96.6412,98.0939,98.1,98.1,98.1,
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00276545,0.00548444,0.0544645,0.162465,0.296351,0.348414,0.64741,0.793822,1.05042,1.45858,1.44616,1.79205,2.53757,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,12.1,16.4,34.1133,34.1133,34.1133,
Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.49E-05,0.000159662,0.001439797,0.016808303,0.036373589,0.060276456,0.144817731,0.259264284,0.47588115,0.750977329,1.519945883,2.048538728,2.93519851,3.658826603,4.469666416,5.610086165,6.533399583,7.738947348,10.44711527,12.70133253,15.19794826,18.01126145,22.74474805,22.61714262,26.10698543,34.93073936,35.60615807,,
Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000344937,0.00127309,0.003905399,0.01042832,0.032405288,0.077587492,0.153977616,0.347351493,0.707450982,1.377657445,2.03663571,3.430938097,4.508945125,5.769083844,6.826322627,8.325079328,10.97093142,13.54320094,16.21555717,19.96276281,22.84426612,26.0260626,28.73525074,32.16904772,34.11182506,36.91139191,42.76691203,43.89879756,,
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00284594,0.00558443,0.0109565,0.0538045,0.211806,0.26115,1.08394,1.5325,2.17552,2.58025,2.97971,3.44543,3.58,3.72,3.86,7,10,15,22,25,27.36,29,29,29,
Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00054023,0.002986275,0.00865027,0.025544177,0.056099986,0.140348436,0.269325156,0.629076148,1.266271616,2.469390352,3.557471673,5.91191977,8.004273695,10.33220492,12.2643304,15.10663783,19.96705595,25.19701138,30.60043038,36.03734308,40.05044323,44.71075174,47.83811408,50.38289557,52.78864727,56.12961306,58.59172286,60.40702122,,
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.277421,0.978422,1.97206,2.92305,6.42707,7.17936,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.64,67.23,68.4529,72.13,71.378,74.3766,77.6153,79.7226,81.5819,
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.153199,0.302155,0.496486,1.59094,5.55165,7.1427,11.7456,17.388,22.8873,36.1634,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.0299,91.9499,93.7765,94.67,96.38,98.1367,97.363,97.0613,97.0613,
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.812717,2.05345,3.31527,4.38741,6.31906,7.21935,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.75,73.1199,75.2344,75.83,79.2006,79.8421,80.1141,83.5772,86.1355,
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0369934,0.280014,0.727274,2.36413,7.00332,9.21201,13.6086,22.5212,25.1719,25.7421,31.4841,34.8629,46.4,47.327,49.24,54,55.198,60.2037,61.31,65.8,69.78,77.6001,81.643,83.1741,83.7941,86.4679,
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00371049,0.00567544,0.0216352,0.142301,0.175595,0.693791,1.37144,2.37325,3.35337,11.6079,15.0844,19.7712,21.5,33.1,41.3,52,46.1075,55.4161,56,56.8,57.08,58.2712,61.7622,64.8039,74.3763,
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,42.1849,46.6461,48.0471,49.4912,52.4902,55.4648,61.476,64.3777,67.25,70.1,75,80.3,87,90.7,92.4,93.3633,95.2082,97.053,97.053,97.053,
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.000825391,0.00345722,0.0046439,0.0281288,0.260818,0.600695,1.28285,1.48781,3.78724,7.40754,10.6294,14.6303,19.6206,20.45,23.39,27.5,32.3,38,43.37,60,67,69,71,76.1245,76.1245,76.1245,
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0036952,0.0143336,0.062561,0.168609,0.196395,0.222512,0.33972,0.423252,0.525354,0.567722,0.607552,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.17397,4.71366,9.8,9.8,9.8,
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22693,0.309444,0.569627,1.11991,2.20387,3.61729,5.34777,5.97659,6.58825,6.86961,11.0364,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.462,59.0926,63.1857,63.1857,63.1857,
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00193898,0.003776598,0.005521882,0.007987142,0.013151879,0.031096413,0.083896859,0.229256757,0.490050677,0.928124706,1.70756821,2.098147758,3.780264356,5.156984007,8.431716026,9.841710008,11.88290979,15.12908403,18.83848775,21.73891308,25.03272652,28.0057785,31.52274634,35.50872854,40.40002138,47.92011294,48.49470035,56.21577228,60.0251192,,
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00588069,0.0173078,0.028305,0.0433392,0.102564,0.200406,0.627312,1.26578,1.85744,5.08138,7.03802,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.1763,39.75,43.46,44.39,57.431,59.5404,63.8522,65.7726,70.0699,
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0370594,0.0370594,0.0370594,0.966072,1.53427,1.70661,2.33544,2.56975,3.59978,3.8787,3.79559,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824,29.7878,38.7012,38.7012,38.7012,
Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000371513,0.001372428,0.004214315,0.01126441,0.035021872,0.082940203,0.165410633,0.373346645,0.760962022,1.484920372,2.204970249,3.71068822,4.878643112,6.239065948,7.37567143,8.996892236,11.799363,14.573149,17.4584897,21.46163901,24.59996679,28.01614498,30.96220749,34.63838498,36.54084278,39.61512234,45.85119518,46.94369251,,
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0407438,0.0759957,0.503985,1.00286,1.49733,2.48557,3.46818,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.4499,65.24,68.06,70.3802,72.1568,74.5168,79.1678,79.1678,
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00205523,0.0100859,0.0197939,0.0609099,0.142546,0.185897,0.227046,0.310364,0.43282,0.507063,0.729627,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,11.1122,13,13,13,
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.224996,1.05153,3.92061,6.50078,7.7598,13.1137,17.8778,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.0198,68.1999,68.9138,73.17,75.96,78.0751,81.0119,81.4031,85.7786,
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,0.000151709,0.000151709,0.000289277,0.000426494,0.0240641,0.0243374,0.0652389,0.182048,0.217128,0.22,0.22,0.25,0.98,4,8,11.52,21.7258,25.0733,30.6782,30.6782,30.6782,
Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.000239906,0.001971977,0.011131786,0.026429885,0.078113988,0.166167932,0.431232812,0.861165529,1.158867478,2.833644969,4.070637591,7.497282667,8.624789686,10.01169466,11.97921377,15.12677971,17.86957336,20.84902874,23.13447359,26.17863033,29.92718801,34.94453998,43.22793258,43.21821956,51.16231399,54.50948186,,
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3501,27.1,28.9,30.8,32.9,35.1,37.5,35.6115,56.8388,60.31,61,68.1196,69.8816,71.2723,71.5173,73.4767,
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00881122,0.0181607,0.112743,0.145811,0.508472,1.25565,1.65324,2.03957,2.03957,2.03957,2.03957,2.03957,9,9.8,10,10.2,12.5,16.4,17.7,19.9424,22.5,22.2658,23.7143,23.7143,51.08,
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00304298,0.0118426,0.0201971,0.0562506,0.109593,0.160032,0.259613,0.419539,0.679448,0.854357,0.842954,0.91,1.56,2.68,4.17,4.3,6,7.29394,9.23631,16.9335,17.5212,10,10,10,
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0.00417253,0.0405948,0.118464,0.192031,0.261449,0.363229,0.424005,0.48147,0.669966,0.979661,1.43361,1.87,2.28,4,4.5,5,6.2,10.7,15.1991,18,20.801,20.801,20.801,
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.183769,0.475629,2.56528,4.65221,7.28154,8.7809,10.2526,12.1871,13.6891,15.1722,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.1168,44.8033,50.1393,52.1913,55.4032,58.5962,63.9999,
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0.00466852,0.0180574,0.0872788,0.126781,0.164021,0.215095,0.278815,0.347505,0.384489,0.425137,0.965865,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,5.3,11.47,13.7822,13.7822,13.7822,
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00104782,0.0255385,0.0996074,0.145674,0.852044,2.30739,6.75177,12.3055,21.3847,26.696,32.3382,34.9712,42.2523,48.6292,51.638,55.7,55.8,55.9,56.3,61,65.8,57.0575,63.6654,71.0641,78.7883,80.1405,81.2017,84.2132,
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74283609,1.104410123,1.643860394,2.163469057,4.615499251,8.733956082,15.46406913,20.9714371,29.58262437,35.88268458,43.88419779,50.16860027,59.05885577,61.94127426,64.87505498,68.3304828,69.27303227,74.82218998,74.2688087,71.9250964,72.54899829,71.05699375,75.53352977,72.84930272,74.42523105,76.11729163,86.11497798,87.6470387,87.6480789,,
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00617205,0.00903215,0.0587507,0.286745,0.336218,1.64474,2.41698,2.6337,3.35984,3.80472,4.01005,4.39887,4.83561,5.329,6.5,11.6,12,12.9414,13.9,14.84,25.6879,31.0333,51,51,51,
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00517901,0.252984,0.989335,1.93604,5.68815,13.9395,18.2371,22.3898,26.4083,30.298,32.359,33.5157,35.05,34.51,33.99,42,50,58,66,70,74.0018,74.0018,82.0058,82.0058,82.0058,
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0010393,0.00200877,0.0029115,0.028136,0.0362613,0.105185,0.127152,0.155699,0.189934,0.221341,0.294034,0.390391,0.7,0.76,0.83,0.9,1.05,1.15,1.24868,2.47622,4.32276,10.2243,5.25049,5.25049,
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00883298,0.0172374,0.0252315,0.0410387,0.0640808,0.0899014,0.320462,0.558576,1.28614,3.54916,5.54504,6.77,8,9.3,11.5,13.8,16.1,19.1,21,36,25.67,42,42,42,
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0131662,0.0300465,0.0840933,0.206217,0.303809,0.497902,0.980216,1.4488,1.71473,1.88041,2.32066,2.56635,2.80557,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.7043,24.5718,27.863,27.863,27.863,
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334387,0.531496,1.32001,1.96709,3.25731,6.47316,9.64907,14.0655,22.2438,39.176,43.9844,49.3731,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.42,92.86,93.9564,91.6667,91.7241,90.411,93.1973,94.7121,93.2886,
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.707299,1.4074,2.21637,2.78399,4.15245,6.42322,18.2503,20.4179,22.5601,40,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.49,94.65,95.0534,96.3,96.8103,97.2982,96.3576,96.4917,98,
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.000924878,0.00451047,0.0219989,0.0643936,0.146669,0.204652,0.240015,0.312956,0.382811,0.449844,0.826551,1.14139,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.5816,19.6888,34,34,34,
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,2.98716,2.98716,2.98716,2.98716,2.98716,2.98716,,,,,54,54,54,54,54,54,57,57,57,
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.285941,0.631215,3.16872,4.88424,8.0419,14.6015,31.6363,41.4945,47.3796,53.241,59.0808,60.9625,61.8476,62.7202,69,69.76,72.03,79.7,80.46,81.23,81.6445,82.78,85.5,88.2229,88.4702,90.8111,90.8111,90.8111,
OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236651057,0.380809966,0.598016549,0.847640333,1.711517264,3.224159413,5.898816136,9.241474758,13.84748133,20.01526302,27.0327409,32.39577598,40.47670063,44.57515455,49.21720604,52.73055889,55.26559182,60.57825359,62.68791723,64.20707351,66.63827912,67.64440994,70.26829172,71.62881074,73.21544139,75.75610747,79.89646852,81.00660989,82.66070253,,
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.439793,0.862725,2.51567,3.52042,5.89384,6.8734,7.25574,6.75885,6.68358,8.29972,16.68,20,26.8,35.8278,48,60,66.45,70.22,73.53,76.8454,80.1856,80.1856,92.4084,
Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0076524,0.030588335,0.066982727,0.19805574,0.441908658,0.858819241,1.48217209,2.535040039,3.34782417,5.393986411,6.647523538,8.615001933,9.904757079,11.64569547,12.93820147,14.33376628,16.18848524,18.83063956,20.92601691,24.52699218,28.1102524,31.46444714,36.3624816,40.16407972,43.65187384,46.2948388,52.85004477,53.83100026,,
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.000122702,0.00299173,0.0275492,0.0439477,0.0553572,0.0553572,1.31855,2.57743,5.04116,6.16432,6.33233,6.5,6.8,7,7.5,8,9,9.96,10.9,12,14,12.3854,15.51,15.51,17.0709,
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0076369,0.056123,0.219999,0.539066,2.75065,3.83686,6.5548,7.2684,8.51808,9.98742,11.1409,11.484,17.3496,22.29,33.82,39.08,40.1,42.7,40.3019,44.03,44.92,51.2054,54,57.8651,57.8651,63.6284,
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00850458,0.0334123,0.246233,0.40343,1.19038,1.9525,3.07643,7.57876,8.96695,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.8526,45.4617,48.7276,52.5403,59.9505,
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.00584425,0.0285857,0.055946,0.136913,1.10341,1.43161,1.98225,2.52401,4.33228,4.85767,5.24363,5.39764,5.74059,5.97,6.22,9,25,29,36.2351,48.099,49.6,36,55.5,60.0548,60.0548,43.0266,
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,20.2439,21.6015,26.9703,26.9703,26.9703,26.9703,26.9703,26.9703,,,,,,,,,,,
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.00206702,0.100588,0.234959,0.667113,0.835249,0.904104,1.32166,1.3744,1.50791,1.71619,1.75449,1.79056,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.60154,11.2092,11.2092,11.2092,
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00522947,0.0521272,0.129962,0.389098,0.647752,1.2952,2.07347,4.10227,5.45644,7.28543,9.90067,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.95,62.31,62.8492,66.6,67.997,73.3007,75.9854,77.5417,84.5165,
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.000130666,0.000379757,0.004833643,0.013919816,0.02852994,0.073320306,0.123238217,0.187289123,0.363512882,0.642476122,0.983225791,1.703460995,2.367983408,3.311102194,3.972256005,4.632662544,6.036368431,7.097931222,8.585604792,10.3258243,12.76618157,20.26046115,16.50903153,24.06105524,23.74878223,,
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0272547,0.135103,0.26816,1.33182,2.64765,5.26568,10.4746,15.63,17.5476,19.707,22.1307,23.4001,25.4424,27.86,38,41.5,45.3,48,69,69,69,63.47,68.6438,70.5979,70.5979,70.8743,
"Korea, Dem. People’s Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.100231,0.250427,0.450162,0.718906,1.49433,2.98088,4.953,9.87045,14.7423,16.4305,18.0871,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.25,60.34,62.0956,64.59,68.6329,70.4236,73.7912,74.661,75.3464,
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0203596,0.0995767,0.194905,0.381657,0.747631,1.09879,1.79497,2.11194,3.45244,7.90701,7.96207,11.21,14.27,18.9,19.8,24.7635,29.34,36.9,43,49.72,53.4041,61.0758,64.9935,68.5176,
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,1.11131,1.83685,3.10009,4.13062,4.4009,16.005,18.41,21.176,24.358,32.23,37.4,41.08,43.4,46.6,53.67,57.4242,61.1784,65.2,64.4,70.6226,
Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.002829205,0.00333951,0.015111901,0.131170639,0.278068784,0.596838525,0.870726646,1.458229233,1.877393835,3.994780951,4.540406506,5.159376754,5.766225295,6.664418719,7.566775648,8.848631854,11.00374788,12.96116496,17.59989793,20.76489651,22.00592408,24.64488031,27.75548838,30.3411928,32.7039647,32.57868043,,
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2704122,0.43620289,0.687997886,0.974995934,1.964624433,3.704618713,6.796857678,10.64946113,15.87742711,22.90842557,30.55929502,36.66254144,44.85077329,49.45738948,54.50785156,58.05115557,60.43654058,65.68473503,67.681255,68.89431913,71.00784519,71.45272421,74.24816262,75.74608244,77.40320589,78.7188739,83.20460185,83.8207548,85.18706483,,
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0909719,0.214385,1.31616,3.4489,6.35706,6.25159,8.20022,14.1243,17.8845,21.5422,25.108,28.59,33.87,44.6,49,49,52.8766,56.8,60.68,64.5602,68.4404,72.7039,72.7039,72.7039,
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.19021,0.930186,3.08375,3.52003,4.07073,4.86368,6.17027,10.2261,19.2423,20.7016,24.7335,28.9741,37,44.3,53.1,69,69,69.3,85.3,91.49,92.8848,95.1247,97.3888,99.6528,99.6528,
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.00370321,0.0263002,0.0749528,0.221623,0.445445,2.23765,2.69758,3.61372,4.53867,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.01,45.88,49.7645,54.08,55.7632,59.504,63.7473,70.6813,73.6575,
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000672532,0.0134472,0.0538175,0.148151,0.269753,0.472964,0.812744,1.01898,1.97723,2.94437,4.12827,8.29886,12.8594,15.2267,18.0233,24.66,26.83,29,43,49,63.8,67.97,70.52,70.1,73.0914,76.0081,80.8647,82.6422,
